"CandidateId","CandidateName","TOTAL_VOTES","Party","WriteInVote","LocalityCode","LocalityName","PrecinctId","PrecinctName","DistrictId","DistrictType","DistrictName","OfficeId","OfficeTitle","ElectionId","ElectionType","ElectionDate","ElectionName","NumberOfSeats"
"wi-cc524","WRITE IN VOTES","","","20","003","ALBEMARLE COUNTY","0406","406 - STONE ROBINSON","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","215","003","ALBEMARLE COUNTY","0406","406 - STONE ROBINSON","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","1000","Democratic","0","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","963","Democratic","0","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","269","Republican","0","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","927","Democratic","0","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","245","Republican","0","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs1030","Katrina E. Callsen","1034","Democratic","0","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed6093","state-house","054","cc642","Member, House of Delegates (54th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","215","Republican","0","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","1","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","2","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","2","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc642","WRITE IN VOTES","","","46","003","ALBEMARLE COUNTY","0407","407 - BISCUIT RUN","ed6093","state-house","054","cc642","Member, House of Delegates (54th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","630","Democratic","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","671","Democratic","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","600","Democratic","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","422","Republican","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","580","Democratic","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","412","Republican","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","394","Republican","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","1","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","0","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","4","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","66","003","ALBEMARLE COUNTY","0501","501 - KESWICK","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","690","Democratic","0","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","749","Democratic","0","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","667","Democratic","0","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","521","Republican","0","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","625","Democratic","0","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","503","Republican","0","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","487","Republican","0","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","3","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","3","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","5","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","91","003","ALBEMARLE COUNTY","0502","502 - STONY POINT","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","1595","Democratic","0","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","1661","Democratic","0","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","1542","Democratic","0","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","690","Republican","0","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","1429","Democratic","0","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","622","Republican","0","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","579","Republican","0","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","3","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","1","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","11","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","106","003","ALBEMARLE COUNTY","0503","503 - HOLLYMEAD","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","1213","Democratic","0","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","1177","Democratic","0","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","407","Republican","0","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","1118","Democratic","0","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","368","Republican","0","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs1030","Katrina E. Callsen","1245","Democratic","0","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed6093","state-house","054","cc642","Member, House of Delegates (54th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","341","Republican","0","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","2","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","2","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","6","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc642","WRITE IN VOTES","","","48","003","ALBEMARLE COUNTY","0504","504 - FREE BRIDGE","ed6093","state-house","054","cc642","Member, House of Delegates (54th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","2241","Democratic","0","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","2391","Democratic","0","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","2188","Democratic","0","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","1172","Republican","0","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","2057","Democratic","0","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","1098","Republican","0","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","1062","Republican","0","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","9","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","5","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","18","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","225","003","ALBEMARLE COUNTY","0506","506 - BAKER-BUTLER","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","1184","Democratic","0","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","1217","Democratic","0","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","1135","Democratic","0","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","469","Republican","0","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","1062","Democratic","0","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","432","Republican","0","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","393","Republican","0","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","2","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","1","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","13","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","69","003","ALBEMARLE COUNTY","0507","507 - PANTOPS","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","1794","Democratic","0","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","1920","Democratic","0","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","1743","Democratic","0","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","981","Republican","0","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","1652","Democratic","0","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","926","Republican","0","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","885","Republican","0","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","7","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","8","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","15","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","203","003","ALBEMARLE COUNTY","0601","601 - CROZET","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","572","Democratic","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","607","Democratic","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","558","Democratic","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","467","Republican","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","526","Democratic","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","438","Republican","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","441","Republican","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","3","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","3","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc214","WRITE IN VOTES","","","86","003","ALBEMARLE COUNTY","0602","602 - FREE UNION","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","1463","Democratic","0","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs324","Amy J. Laufer","1546","Democratic","0","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed6139","state-house","055","cc214","Member, House of Delegates (55th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","1406","Democratic","0","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","1059","Republican","0","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","1314","Democratic","0","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","1004","Republican","0","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","960","Republican","0","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","4","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","5","003","ALBEMARLE COUNTY","0603","603 - EARLYSVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
